AL_ICP40,CA_ICP40,FE_ICP40,K_ICP40,NA_ICP40,TI_ICP40,AG_ICP40,CO_ICP40,CE_ICP40,CD_ICP40,BI_ICP40,BE_ICP40,LI_ICP40,LA_ICP40,MO_ICP40,TH_ICP40,SN_ICP40,CR_ICP40,CU_ICP40,GA_ICP40,PB_ICP40,SC_ICP40,NI_ICP40,Y_ICP40,V_ICP40,U_ICP40,ZN_ICP40,BA_ICP40,MG_ICP40,SR_ICP40,MN_ICP40,P_ICP40,AU_ICP40,AS_ICP40,NB_ICP40
0.97,0.03,0.51,0.45,0.065,0.222,-2.0,-2.0,28.0,-2.0,-50.0,-1.0,7.0,15.0,3.0,11.0,-50.0,20.0,4.0,-4.0,6.0,-2.0,-3.0,5.0,22.0,-100.0,9.0,254.0,0.04,23.0,77.0,0.005,-8.0,-10.0,9.0
